Date,Local Currency,Amount In Local,Home Currency,Amount In Home,Category,Note
27 Dec 2013,NZD,100,GBP,50.67,Entertainment,Wedding
27 Dec 2013,NZD,4.3,GBP,2.18,Food,
27 Dec 2013,NZD,18,GBP,9.12,Food,
29 Dec 2013,NZD,3,GBP,1.52,Miscellaneous,
29 Dec 2013,NZD,9.3,GBP,4.71,Food,
30 Dec 2013,NZD,32.98,GBP,16.71,Entertainment,
30 Dec 2013,NZD,10,GBP,5.07,Food,
30 Dec 2013,NZD,101.06,GBP,51.21,Transport,
30 Dec 2013,NZD,100,GBP,50.67,Food,
31 Dec 2013,NZD,76,GBP,38.51,Accommodation,
31 Dec 2013,NZD,43.78,GBP,22.18,Miscellaneous,
31 Dec 2013,NZD,40,GBP,20.27,Entertainment,
1 Jan 2014,NZD,27,GBP,13.68,Food,
1 Jan 2014,NZD,4.7,GBP,2.38,Food,
1 Jan 2014,NZD,26.31,GBP,13.33,Food,
1 Jan 2014,NZD,108.63,GBP,55.04,Transport,
2 Jan 2014,NZD,30.5,GBP,15.45,Food,
2 Jan 2014,NZD,122.48,GBP,62.06,Food,
2 Jan 2014,NZD,45,GBP,22.8,Accommodation,
3 Jan 2014,NZD,8,GBP,4.05,clothes ,Washing
3 Jan 2014,NZD,3.5,GBP,1.77,Food,
3 Jan 2014,NZD,7,GBP,3.55,Food,
3 Jan 2014,NZD,8.5,GBP,4.31,,
3 Jan 2014,NZD,97.57,GBP,49.44,Transport,
4 Jan 2014,NZD,13,GBP,6.59,Food,
4 Jan 2014,NZD,12,GBP,6.08,Accommodation,
4 Jan 2014,NZD,18.51,GBP,9.38,Food,
4 Jan 2014,NZD,4.3,GBP,2.18,Food,
5 Jan 2014,NZD,51,GBP,25.84,Food,
5 Jan 2014,NZD,4.5,GBP,2.28,Food,
6 Jan 2014,NZD,15,GBP,7.6,Miscellaneous,Charity shop
6 Jan 2014,NZD,4,GBP,2.03,Food,
6 Jan 2014,NZD,92,GBP,46.62,Transport,
6 Jan 2014,NZD,12,GBP,6.08,Accommodation,
6 Jan 2014,NZD,22,GBP,11.15,Entertainment,
6 Jan 2014,NZD,10.5,GBP,5.32,Entertainment,
6 Jan 2014,NZD,4,GBP,2.03,Food,
7 Jan 2014,NZD,28.5,GBP,14.44,Food,
7 Jan 2014,NZD,48,GBP,24.32,Food,
7 Jan 2014,NZD,10,GBP,5.07,Entertainment,Frisbee
8 Jan 2014,NZD,50,GBP,25.34,Miscellaneous,Credit phone
8 Jan 2014,NZD,29.8,GBP,15.1,Food,
8 Jan 2014,NZD,47,GBP,23.82,Miscellaneous,Medicine
8 Jan 2014,NZD,40.03,GBP,20.28,Transport,
8 Jan 2014,NZD,56.62,GBP,28.69,Food,
10 Jan 2014,NZD,5,GBP,2.53,Accommodation,
11 Jan 2014,NZD,40,GBP,20.27,Transport,
11 Jan 2014,NZD,378,GBP,191.54,Entertainment,
11 Jan 2014,NZD,37.3,GBP,18.9,Food,
12 Jan 2014,NZD,94.83,GBP,48.05,Food,
12 Jan 2014,NZD,92.03,GBP,46.63,Transport,
12 Jan 2014,NZD,12,GBP,6.08,clothes ,
13 Jan 2014,NZD,8,GBP,4.05,Food,
14 Jan 2014,NZD,38,GBP,19.26,clothes ,
14 Jan 2014,NZD,2,GBP,1.01,Food,
14 Jan 2014,NZD,20,GBP,10.13,Accommodation,
14 Jan 2014,NZD,6.3,GBP,3.19,Food,
14 Jan 2014,NZD,49.14,GBP,24.9,Transport,
15 Jan 2014,NZD,44.88,GBP,22.74,Food,
15 Jan 2014,NZD,85.4,GBP,43.27,Transport,
16 Jan 2014,NZD,32,GBP,16.21,Food,
17 Jan 2014,NZD,17.43,GBP,8.83,Food,
17 Jan 2014,NZD,3.9,GBP,1.98,Food,
17 Jan 2014,NZD,13.5,GBP,6.84,Food,
17 Jan 2014,NZD,40,GBP,20.27,Transport,
18 Jan 2014,NZD,40.01,GBP,20.27,Transport,
18 Jan 2014,NZD,6,GBP,3.04,clothes ,
19 Jan 2014,NZD,12,GBP,6.08,Accommodation,
19 Jan 2014,NZD,17.5,GBP,8.87,Food,Lunch
20 Jan 2014,NZD,3.9,GBP,1.98,Food,Coffee
20 Jan 2014,NZD,11.8,GBP,5.98,Food,Butcher
20 Jan 2014,NZD,1.5,GBP,0.76,Transport,Parking
20 Jan 2014,NZD,119.55,GBP,60.58,Food,Supermarket 
20 Jan 2014,NZD,18,GBP,9.12,Food,Veg
20 Jan 2014,NZD,95.44,GBP,48.36,Transport,Petrol
20 Jan 2014,NZD,220,GBP,111.48,Transport,Ferry
21 Jan 2014,NZD,50.01,GBP,25.34,Food,
21 Jan 2014,NZD,4.49,GBP,2.28,Food,
25 Jan 2014,NZD,28,GBP,14.19,Accommodation,Campsite
26 Jan 2014,NZD,87.05,GBP,44.11,Food,
26 Jan 2014,NZD,95,GBP,48.14,Accommodation,
26 Jan 2014,NZD,95,GBP,48.14,Accommodation,
27 Jan 2014,NZD,4,GBP,2.03,Food,
28 Jan 2014,NZD,109,GBP,55.23,Transport,
28 Jan 2014,NZD,18.79,GBP,9.52,Food,
28 Jan 2014,NZD,21,GBP,10.64,Accommodation,
29 Jan 2014,NZD,2,GBP,1.01,Transport,Fuse
30 Jan 2014,NZD,39.2,GBP,19.86,Transport,
30 Jan 2014,NZD,10,GBP,5.07,Accommodation,
30 Jan 2014,NZD,23.7,GBP,12.01,Food,
31 Jan 2014,NZD,39.29,GBP,19.91,Transport,
31 Jan 2014,NZD,47.93,GBP,24.29,Food,
2 Feb 2014,NZD,49.11,GBP,24.88,Transport,
2 Feb 2014,NZD,1.2,GBP,0.61,Transport,
2 Feb 2014,NZD,10,GBP,5.07,Accommodation,
3 Feb 2014,NZD,48.72,GBP,24.69,Transport,
3 Feb 2014,NZD,28.26,GBP,14.32,Food,
3 Feb 2014,NZD,22,GBP,11.15,Accommodation,
3 Feb 2014,NZD,340,GBP,172.28,Entertainment,Dolphin swimming
4 Feb 2014,NZD,20,GBP,10.13,Food,
4 Feb 2014,NZD,60,GBP,30.4,Entertainment,Go pro
4 Feb 2014,NZD,28,GBP,14.19,Bribes,
4 Feb 2014,NZD,10,GBP,5.07,Transport,
4 Feb 2014,NZD,20,GBP,10.13,Transport,
5 Feb 2014,NZD,9,GBP,4.56,Miscellaneous,
5 Feb 2014,NZD,23,GBP,11.65,Food,
5 Feb 2014,NZD,12,GBP,6.08,Transport,
5 Feb 2014,NZD,33,GBP,16.72,Entertainment,
5 Feb 2014,NZD,18,GBP,9.12,Food,
6 Feb 2014,NZD,32,GBP,16.21,Food,
6 Feb 2014,NZD,6.3,GBP,3.19,Food,
6 Feb 2014,NZD,29.72,GBP,15.06,Food,
7 Feb 2014,NZD,104,GBP,52.7,Transport,
7 Feb 2014,NZD,14,GBP,7.09,Entertainment,
7 Feb 2014,NZD,28,GBP,14.19,Accommodation,
7 Feb 2014,NZD,73.9,GBP,37.45,Food,
7 Feb 2014,NZD,28,GBP,14.19,Accommodation,
7 Feb 2014,NZD,3,GBP,1.52,Food,
7 Feb 2014,NZD,4,GBP,2.03,Food,
7 Feb 2014,NZD,11,GBP,5.57,Food,
7 Feb 2014,NZD,11,GBP,5.57,Food,
7 Feb 2014,NZD,10,GBP,5.07,Food,
8 Feb 2014,NZD,5,GBP,2.53,Entertainment,
8 Feb 2014,NZD,20,GBP,10.13,Entertainment,
8 Feb 2014,NZD,24,GBP,12.16,Food,
8 Feb 2014,NZD,6,GBP,3.04,Entertainment,
8 Feb 2014,NZD,50,GBP,25.34,Miscellaneous,Pulsa
9 Feb 2014,NZD,20.5,GBP,10.39,Food,
9 Feb 2014,NZD,11,GBP,5.57,Food,Camping gas
9 Feb 2014,NZD,17.99,GBP,9.12,Entertainment,
9 Feb 2014,NZD,5,GBP,2.53,Accommodation,
9 Feb 2014,NZD,36.22,GBP,18.35,Food,
10 Feb 2014,NZD,61.78,GBP,31.3,Transport,
11 Feb 2014,NZD,40,GBP,20.27,Transport,Tyre fix
11 Feb 2014,NZD,48.99,GBP,24.82,Food,
12 Feb 2014,NZD,86.14,GBP,43.65,Transport,
14 Feb 2014,NZD,94.28,GBP,47.77,Food,
15 Feb 2014,NZD,60,GBP,30.4,Accommodation,
16 Feb 2014,NZD,38.05,GBP,19.28,Transport,
16 Feb 2014,NZD,20.04,GBP,10.15,Food,
16 Feb 2014,NZD,31.82,GBP,16.12,Food,
16 Feb 2014,NZD,4,GBP,2.03,Food,
18 Feb 2014,NZD,30,GBP,15.2,Transport,
19 Feb 2014,NZD,55.85,GBP,28.3,Food,
19 Feb 2014,NZD,29.44,GBP,14.92,Transport,
19 Feb 2014,NZD,15.5,GBP,7.85,Accommodation,
19 Feb 2014,NZD,94,GBP,47.63,Transport,
20 Feb 2014,NZD,70,GBP,35.47,Entertainment,
20 Feb 2014,NZD,12,GBP,6.08,Accommodation,
21 Feb 2014,NZD,17,GBP,8.61,Food,
21 Feb 2014,NZD,12,GBP,6.08,Accommodation,
21 Feb 2014,NZD,4,GBP,2.03,Miscellaneous,Post cards
21 Feb 2014,NZD,10,GBP,5.07,clothes ,
21 Feb 2014,NZD,6.5,GBP,3.29,Food,
21 Feb 2014,NZD,97,GBP,49.15,Food,
21 Feb 2014,NZD,34,GBP,17.23,Food,
22 Feb 2014,NZD,11.36,GBP,5.76,Food,
22 Feb 2014,NZD,20,GBP,10.13,Accommodation,
23 Feb 2014,NZD,19,GBP,9.63,Food,
23 Feb 2014,NZD,30,GBP,15.2,Transport,
23 Feb 2014,NZD,40,GBP,20.27,Transport,
23 Feb 2014,NZD,103.49,GBP,52.44,Transport,
23 Feb 2014,NZD,4.8,GBP,2.43,Food,
23 Feb 2014,NZD,20,GBP,10.13,Accommodation,
24 Feb 2014,NZD,30.8,GBP,15.61,Food,
24 Feb 2014,NZD,2.2,GBP,1.11,Transport,Toll
24 Feb 2014,NZD,66,GBP,33.44,Accommodation,
24 Feb 2014,NZD,6,GBP,3.04,Miscellaneous,Internets
25 Feb 2014,NZD,5.2,GBP,2.63,Food,Ice cream 
25 Feb 2014,NZD,22,GBP,11.15,Transport,
25 Feb 2014,NZD,12,GBP,6.08,Accommodation,
26 Feb 2014,NZD,82.97,GBP,42.04,Transport,
26 Feb 2014,NZD,76.72,GBP,38.88,Food,
26 Feb 2014,NZD,59.99,GBP,30.4,Transport,
27 Feb 2014,NZD,40,GBP,20.27,Entertainment,Surf boards
1 Mar 2014,NZD,16,GBP,8.11,Food,
1 Mar 2014,NZD,12,GBP,6.08,Transport,
1 Mar 2014,NZD,13.99,GBP,7.09,Transport,
1 Mar 2014,NZD,19.89,GBP,10.08,Transport,
2 Mar 2014,NZD,6,GBP,3.04,Transport,Car wash
2 Mar 2014,NZD,1,GBP,0.51,Transport,Car hover
2 Mar 2014,NZD,13.98,GBP,7.08,Entertainment,
2 Mar 2014,NZD,32.7,GBP,16.57,Food,
2 Mar 2014,NZD,63.5,GBP,32.18,Food,
2 Mar 2014,NZD,6,GBP,3.04,Transport,
3 Mar 2014,NZD,6.8,GBP,3.45,Food,
3 Mar 2014,NZD,6,GBP,3.04,Transport,
4 Mar 2014,NZD,35.5,GBP,17.99,Entertainment,
4 Mar 2014,NZD,7,GBP,3.55,Transport,
4 Mar 2014,NZD,12,GBP,6.08,Food,
5 Mar 2014,NZD,70.27,GBP,35.61,Food,
5 Mar 2014,NZD,10,GBP,5.07,Food,
5 Mar 2014,NZD,22.5,GBP,11.4,Food,
5 Mar 2014,NZD,10,GBP,5.07,Transport,
5 Mar 2014,NZD,7,GBP,3.55,Food,
5 Mar 2014,NZD,46,GBP,23.31,Miscellaneous,
5 Mar 2014,NZD,110,GBP,55.74,Miscellaneous,
6 Mar 2014,NZD,4.5,GBP,2.28,Transport,
6 Mar 2014,NZD,4,GBP,2.03,Food,
6 Mar 2014,NZD,20,GBP,10.13,Food,
6 Mar 2014,NZD,8,GBP,4.05,Food,
9 Mar 2014,USD,56.33,GBP,33.66,Accommodation,
9 Mar 2014,USD,14.7,GBP,8.78,Entertainment,
9 Mar 2014,USD,19.12,GBP,11.43,Food,
10 Mar 2014,USD,43.65,GBP,26.08,Food,
10 Mar 2014,USD,17.54,GBP,10.48,Food,
10 Mar 2014,USD,56.33,GBP,33.66,Accommodation,
10 Mar 2014,USD,18.02,GBP,10.77,Food,
11 Mar 2014,USD,29.17,GBP,17.43,Food,
11 Mar 2014,USD,2.25,GBP,1.34,Transport,
11 Mar 2014,USD,14.35,GBP,8.58,Entertainment,
11 Mar 2014,USD,26.13,GBP,15.61,Food,
11 Mar 2014,USD,56.33,GBP,33.66,Accommodation,
11 Mar 2014,USD,3.5,GBP,2.09,Transport,
11 Mar 2014,USD,7.33,GBP,4.38,Entertainment,
11 Mar 2014,USD,26.87,GBP,16.06,Transport,
12 Mar 2014,USD,45.29,GBP,27.06,Food,
12 Mar 2014,USD,60.45,GBP,36.12,Food,
12 Mar 2014,USD,10,GBP,5.98,Entertainment,Google play
12 Mar 2014,USD,15,GBP,8.96,Miscellaneous,Meds
12 Mar 2014,GBP,42.42,GBP,42.42,Transport,Car rental Honolulu 
12 Mar 2014,USD,80.97,GBP,48.39,Transport,Car insurance Honolulu 
12 Mar 2014,USD,128.65,GBP,76.88,Transport,Car rental Kauai 
12 Mar 2014,USD,71.04,GBP,42.45,Accommodation,
12 Mar 2014,USD,34,GBP,20.32,Transport,Luggage
12 Mar 2014,USD,260,GBP,155.37,Transport,Flights Kauai
13 Mar 2014,USD,29,GBP,17.33,Food,
13 Mar 2014,USD,71.04,GBP,42.45,Accommodation,
14 Mar 2014,USD,31.67,GBP,18.93,Food,
14 Mar 2014,USD,71.04,GBP,42.45,Accommodation,
15 Mar 2014,USD,37.6,GBP,22.47,Food,
15 Mar 2014,USD,30,GBP,17.93,Entertainment,
15 Mar 2014,USD,71.04,GBP,42.45,Accommodation,
15 Mar 2014,USD,20,GBP,11.95,Entertainment,
16 Mar 2014,USD,5,GBP,2.99,Food,
16 Mar 2014,USD,71.04,GBP,42.45,Accommodation,
16 Mar 2014,USD,55,GBP,32.87,Transport,
17 Mar 2014,USD,34,GBP,20.32,Transport,
17 Mar 2014,USD,50,GBP,29.88,Food,
17 Mar 2014,USD,79,GBP,47.21,Accommodation,
17 Mar 2014,USD,7,GBP,4.18,Food,
17 Mar 2014,USD,22.25,GBP,13.3,Food,
17 Mar 2014,USD,26.7,GBP,15.96,Miscellaneous,
18 Mar 2014,USD,23.51,GBP,14.05,Food,
18 Mar 2014,USD,79,GBP,47.21,Accommodation,
19 Mar 2014,USD,9.51,GBP,5.68,Food,
19 Mar 2014,USD,42.85,GBP,25.61,Miscellaneous,
19 Mar 2014,USD,17,GBP,10.16,Food,
19 Mar 2014,USD,35,GBP,20.92,Food,
19 Mar 2014,USD,79,GBP,47.21,Accommodation,
19 Mar 2014,USD,24.17,GBP,14.44,Transport,
19 Mar 2014,USD,11.77,GBP,7.03,Miscellaneous,
19 Mar 2014,USD,50,GBP,29.88,Transport,Bags
19 Mar 2014,USD,12,GBP,7.17,Bribes,
19 Mar 2014,USD,13.08,GBP,7.82,Food,
19 Mar 2014,USD,9.9,GBP,5.92,Food,
20 Mar 2014,USD,6,GBP,3.59,Transport,
20 Mar 2014,USD,35,GBP,20.92,Food,
20 Mar 2014,USD,4.75,GBP,2.84,Transport,
20 Mar 2014,USD,4,GBP,2.39,Food,
21 Mar 2014,USD,21,GBP,12.55,Food,
21 Mar 2014,USD,3.54,GBP,2.12,Food,
21 Mar 2014,USD,15,GBP,8.96,Entertainment,
22 Mar 2014,USD,55,GBP,32.87,Food,
22 Mar 2014,USD,8,GBP,4.78,Food,
22 Mar 2014,USD,22,GBP,13.15,Food,
23 Mar 2014,USD,35.9,GBP,21.45,Food,
23 Mar 2014,USD,13.76,GBP,8.22,Food,
24 Mar 2014,USD,19.6,GBP,11.71,Food,
24 Mar 2014,USD,10,GBP,5.98,Transport,
24 Mar 2014,USD,6.36,GBP,3.8,,
24 Mar 2014,USD,45.07,GBP,26.93,Miscellaneous,
25 Mar 2014,USD,124.65,GBP,74.49,Transport,
25 Mar 2014,COP,10000,GBP,3.04,Food,
25 Mar 2014,COP,20000,GBP,6.08,Transport,
25 Mar 2014,COP,74000,GBP,22.5,Accommodation,
25 Mar 2014,COP,3000,GBP,0.91,Food,
25 Mar 2014,COP,4500,GBP,1.37,Food,
25 Mar 2014,COP,9000,GBP,2.74,Miscellaneous,Sim
25 Mar 2014,COP,22000,GBP,6.69,Food,
26 Mar 2014,COP,17000,GBP,5.17,Food,
26 Mar 2014,COP,1500,GBP,0.46,Food,
26 Mar 2014,COP,2500,GBP,0.76,Food,
26 Mar 2014,COP,75000,GBP,22.8,Entertainment,
26 Mar 2014,COP,74000,GBP,22.5,Accommodation,
27 Mar 2014,COP,23800,GBP,7.24,Food,
27 Mar 2014,COP,6400,GBP,1.95,Entertainment,
27 Mar 2014,COP,5300,GBP,1.61,Entertainment,
27 Mar 2014,COP,10000,GBP,3.04,Food,
27 Mar 2014,COP,3200,GBP,0.97,Food,
27 Mar 2014,COP,31600,GBP,9.61,Entertainment,Cable car
27 Mar 2014,COP,74000,GBP,22.5,Accommodation,
27 Mar 2014,COP,8200,GBP,2.49,Miscellaneous,
27 Mar 2014,COP,8000,GBP,2.43,Food,
28 Mar 2014,COP,71000,GBP,21.58,Food,
28 Mar 2014,COP,9000,GBP,2.74,Food,
28 Mar 2014,COP,3000,GBP,0.91,Food,
28 Mar 2014,COP,15000,GBP,4.56,Transport,
28 Mar 2014,COP,58000,GBP,17.63,Transport,
28 Mar 2014,COP,16000,GBP,4.86,Food,
28 Mar 2014,COP,30000,GBP,9.12,Transport,
28 Mar 2014,COP,30000,GBP,9.12,Accommodation,
29 Mar 2014,COP,30000,GBP,9.12,Accommodation,
29 Mar 2014,COP,20000,GBP,6.08,Entertainment,Stars
29 Mar 2014,COP,6000,GBP,1.82,Entertainment,Pool
29 Mar 2014,COP,4000,GBP,1.22,Food,
29 Mar 2014,COP,4000,GBP,1.22,Food,
29 Mar 2014,COP,10000,GBP,3.04,Food,
29 Mar 2014,COP,8000,GBP,2.43,Food,
29 Mar 2014,COP,4000,GBP,1.22,Food,
29 Mar 2014,COP,4000,GBP,1.22,Entertainment,
29 Mar 2014,COP,2000,GBP,0.61,Entertainment,
31 Mar 2014,COP,5000,GBP,1.52,Transport,
31 Mar 2014,COP,50000,GBP,15.2,Transport,
31 Mar 2014,COP,8500,GBP,2.58,Transport,
31 Mar 2014,COP,80000,GBP,24.32,Accommodation,
31 Mar 2014,COP,5000,GBP,1.52,Food,
31 Mar 2014,COP,4000,GBP,1.22,Miscellaneous,Rounding ON desert bill
31 Mar 2014,COP,14000,GBP,4.26,Food,
31 Mar 2014,COP,600,GBP,0.18,Food,
31 Mar 2014,COP,6000,GBP,1.82,Food,
31 Mar 2014,COP,50000,GBP,15.2,Accommodation,
31 Mar 2014,COP,2800,GBP,0.85,Food,
31 Mar 2014,COP,9500,GBP,2.89,Food,
31 Mar 2014,COP,2000,GBP,0.61,Transport,
31 Mar 2014,COP,40000,GBP,12.16,Entertainment,
31 Mar 2014,COP,2000,GBP,0.61,Transport,
31 Mar 2014,COP,1000,GBP,0.3,Food,
31 Mar 2014,COP,2500,GBP,0.76,Food,
31 Mar 2014,COP,300,GBP,0.09,Food,
1 Apr 2014,COP,9500,GBP,2.89,Food,
1 Apr 2014,COP,2000,GBP,0.61,Entertainment,
1 Apr 2014,COP,4000,GBP,1.22,Entertainment,
1 Apr 2014,COP,90000,GBP,27.36,Entertainment,
1 Apr 2014,COP,50000,GBP,15.2,Accommodation,
1 Apr 2014,COP,17500,GBP,5.32,Food,
1 Apr 2014,COP,1000,GBP,0.3,Food,
1 Apr 2014,COP,2000,GBP,0.61,Entertainment,
1 Apr 2014,COP,1500,GBP,0.46,Food,
2 Apr 2014,COP,20000,GBP,6.08,Food,
2 Apr 2014,COP,22000,GBP,6.69,Entertainment,
2 Apr 2014,COP,600,GBP,0.18,Food,
2 Apr 2014,COP,5000,GBP,1.52,Miscellaneous,Washing
2 Apr 2014,COP,6000,GBP,1.82,Food,
2 Apr 2014,COP,1200,GBP,0.36,Food,
2 Apr 2014,COP,4000,GBP,1.22,Transport,
2 Apr 2014,COP,2000,GBP,0.61,Food,
2 Apr 2014,COP,12000,GBP,3.65,Transport,
2 Apr 2014,COP,40000,GBP,12.16,Transport,
2 Apr 2014,COP,7000,GBP,2.13,Food,
2 Apr 2014,COP,2000,GBP,0.61,Miscellaneous,Toilet
2 Apr 2014,COP,200,GBP,0.06,Miscellaneous,Call
2 Apr 2014,COP,5000,GBP,1.52,Transport,
2 Apr 2014,COP,46000,GBP,13.98,Accommodation,
3 Apr 2014,COP,5000,GBP,1.52,Food,
3 Apr 2014,COP,1300,GBP,0.4,Entertainment,
3 Apr 2014,COP,3000,GBP,0.91,Transport,
3 Apr 2014,COP,5500,GBP,1.67,Food,
3 Apr 2014,COP,46000,GBP,13.98,Accommodation,
3 Apr 2014,COP,13900,GBP,4.23,Food,
3 Apr 2014,COP,2500,GBP,0.76,Food,
3 Apr 2014,COP,4000,GBP,1.22,Transport,
4 Apr 2014,COP,22000,GBP,6.69,Food,
4 Apr 2014,COP,22000,GBP,6.69,Food,
4 Apr 2014,COP,2000,GBP,0.61,Food,
4 Apr 2014,COP,4100,GBP,1.25,Food,
4 Apr 2014,COP,5500,GBP,1.67,Food,
4 Apr 2014,COP,70000,GBP,21.28,Transport,
4 Apr 2014,COP,6000,GBP,1.82,Transport,
4 Apr 2014,COP,9800,GBP,2.98,Food,
4 Apr 2014,COP,16000,GBP,4.86,Transport,
4 Apr 2014,COP,600,GBP,0.18,Miscellaneous,Toilet
4 Apr 2014,COP,700,GBP,0.21,Miscellaneous,Poo
4 Apr 2014,COP,6000,GBP,1.82,Transport,
4 Apr 2014,COP,15000,GBP,4.56,Accommodation,
5 Apr 2014,COP,8000,GBP,2.43,Food,
5 Apr 2014,COP,4000,GBP,1.22,Entertainment,
5 Apr 2014,COP,8000,GBP,2.43,Transport,
5 Apr 2014,COP,5000,GBP,1.52,Food,
5 Apr 2014,COP,3000,GBP,0.91,Transport,
5 Apr 2014,USD,6,GBP,3.59,Transport,
5 Apr 2014,USD,0.5,GBP,0.3,Food,
5 Apr 2014,USD,0.5,GBP,0.3,Bribes,
5 Apr 2014,USD,0.5,GBP,0.3,Food,
5 Apr 2014,USD,1,GBP,0.6,Food,
5 Apr 2014,USD,1,GBP,0.6,Food,
6 Apr 2014,USD,30,GBP,17.93,Accommodation,
6 Apr 2014,USD,1,GBP,0.6,Transport,
6 Apr 2014,USD,2.85,GBP,1.7,Food,
6 Apr 2014,USD,4,GBP,2.39,Food,
6 Apr 2014,USD,31.83,GBP,19.02,Food,
6 Apr 2014,USD,4,GBP,2.39,Miscellaneous,
6 Apr 2014,USD,1.5,GBP,0.9,Food,
6 Apr 2014,USD,2.8,GBP,1.67,Food,
6 Apr 2014,USD,4,GBP,2.39,Transport,
6 Apr 2014,USD,27,GBP,16.13,Accommodation,
6 Apr 2014,USD,0.5,GBP,0.3,Transport,
6 Apr 2014,USD,1,GBP,0.6,Food,
6 Apr 2014,USD,7.08,GBP,4.23,Food,
7 Apr 2014,USD,11.86,GBP,7.09,Miscellaneous,
7 Apr 2014,USD,5,GBP,2.99,Transport,
7 Apr 2014,USD,17,GBP,10.16,Entertainment,
7 Apr 2014,USD,18.75,GBP,11.2,Food,
7 Apr 2014,USD,27,GBP,16.13,Accommodation,
7 Apr 2014,USD,5,GBP,2.99,Miscellaneous,Washing
8 Apr 2014,USD,16,GBP,9.56,Food,
8 Apr 2014,USD,11.15,GBP,6.66,Food,Chocolate 
8 Apr 2014,USD,5,GBP,2.99,Food,
14 Apr 2014,USD,33,GBP,19.72,Entertainment,Galapagos bar tab
15 Apr 2014,USD,180,GBP,107.57,Bribes,Beagle tips
15 Apr 2014,USD,2.5,GBP,1.49,Food,
16 Apr 2014,USD,9,GBP,5.38,Food,
16 Apr 2014,USD,56,GBP,33.46,Accommodation,
16 Apr 2014,USD,2,GBP,1.2,Food,
16 Apr 2014,USD,2,GBP,1.2,Food,
16 Apr 2014,USD,6,GBP,3.59,Transport,
16 Apr 2014,USD,15.5,GBP,9.26,Food,
16 Apr 2014,USD,12,GBP,7.17,Entertainment,
16 Apr 2014,USD,6.5,GBP,3.88,Food,
16 Apr 2014,USD,2.2,GBP,1.31,Transport,
16 Apr 2014,USD,18,GBP,10.76,Food,
17 Apr 2014,USD,56,GBP,33.46,Accommodation,
17 Apr 2014,USD,4.5,GBP,2.69,Miscellaneous,Washing 
17 Apr 2014,USD,2.5,GBP,1.49,Food,
17 Apr 2014,USD,21,GBP,12.55,Food,
17 Apr 2014,USD,2.5,GBP,1.49,Food,
17 Apr 2014,USD,11,GBP,6.57,Entertainment,
17 Apr 2014,USD,56,GBP,33.46,Accommodation,
17 Apr 2014,USD,20,GBP,11.95,Food,
17 Apr 2014,USD,13,GBP,7.77,Entertainment,
17 Apr 2014,USD,5,GBP,2.99,clothes ,
18 Apr 2014,USD,26,GBP,15.54,Entertainment,Cocktails
18 Apr 2014,USD,23,GBP,13.74,Food,
18 Apr 2014,USD,15,GBP,8.96,Entertainment,Cocktails
19 Apr 2014,USD,26,GBP,15.54,Entertainment,Taxi tour
19 Apr 2014,USD,6,GBP,3.59,Entertainment,Turtles
19 Apr 2014,USD,18,GBP,10.76,Food,
19 Apr 2014,USD,2.75,GBP,1.64,Food,
19 Apr 2014,USD,56,GBP,33.46,Accommodation,
19 Apr 2014,USD,7,GBP,4.18,Food,
19 Apr 2014,USD,40,GBP,23.9,Accommodation,
19 Apr 2014,USD,60,GBP,35.86,Transport,
19 Apr 2014,USD,5,GBP,2.99,Food,
19 Apr 2014,USD,3.5,GBP,2.09,Food,
20 Apr 2014,USD,40,GBP,23.9,Accommodation,
20 Apr 2014,USD,14.75,GBP,8.81,Food,
21 Apr 2014,USD,17,GBP,10.16,Food,
22 Apr 2014,USD,8,GBP,4.78,Food,
22 Apr 2014,USD,2.5,GBP,1.49,Food,
