Date,Local Currency,Amount In Local,Home Currency,Amount In Home,Category,Note
22 Apr 2014,USD,40,GBP,23.9,Accommodation,
22 Apr 2014,USD,14.5,GBP,8.66,Food,
23 Apr 2014,USD,8,GBP,4.78,Food,
23 Apr 2014,USD,160,GBP,95.61,Entertainment,Kicker rock
23 Apr 2014,USD,40,GBP,23.9,Accommodation,
23 Apr 2014,USD,12,GBP,7.17,Entertainment,
23 Apr 2014,USD,2.5,GBP,1.49,Miscellaneous,Washing
23 Apr 2014,USD,30,GBP,17.93,Food,
24 Apr 2014,USD,12,GBP,7.17,Food,
24 Apr 2014,USD,27,GBP,16.13,Accommodation,
24 Apr 2014,USD,4.6,GBP,2.75,Food,
24 Apr 2014,USD,0.14,GBP,0.08,Food,
24 Apr 2014,USD,27,GBP,16.13,Accommodation,
24 Apr 2014,USD,0.6,GBP,0.36,Food,
24 Apr 2014,USD,0.5,GBP,0.3,Food,
25 Apr 2014,USD,14,GBP,8.37,Food,
25 Apr 2014,USD,7.2,GBP,4.3,Food,
26 Apr 2014,USD,78.4,GBP,46.85,Accommodation,
26 Apr 2014,USD,10,GBP,5.98,Transport,
26 Apr 2014,USD,0.89,GBP,0.53,Food,
27 Apr 2014,USD,78.4,GBP,46.85,Entertainment,
27 Apr 2014,USD,3.14,GBP,1.88,Entertainment,
27 Apr 2014,USD,78.4,GBP,46.85,Accommodation,
28 Apr 2014,USD,6,GBP,3.59,Transport,
28 Apr 2014,USD,2,GBP,1.2,Transport,
28 Apr 2014,USD,1.5,GBP,0.9,Transport,
28 Apr 2014,USD,24,GBP,14.34,Accommodation,
28 Apr 2014,USD,22.4,GBP,13.39,Entertainment,
28 Apr 2014,USD,15,GBP,8.96,Food,
28 Apr 2014,USD,20,GBP,11.95,Transport,
28 Apr 2014,USD,4,GBP,2.39,Transport,
28 Apr 2014,USD,4,GBP,2.39,Entertainment,
28 Apr 2014,USD,5,GBP,2.99,Transport,
28 Apr 2014,USD,2,GBP,1.2,Food,
28 Apr 2014,USD,0.75,GBP,0.45,Food,
28 Apr 2014,USD,4,GBP,2.39,Transport,
29 Apr 2014,USD,5.2,GBP,3.11,Food,
29 Apr 2014,USD,1.5,GBP,0.9,Transport,
29 Apr 2014,USD,0.5,GBP,0.3,Food,
29 Apr 2014,USD,4,GBP,2.39,Transport,
29 Apr 2014,USD,4,GBP,2.39,Transport,
29 Apr 2014,USD,6,GBP,3.59,Food,
29 Apr 2014,USD,4,GBP,2.39,Transport,
29 Apr 2014,USD,25,GBP,14.94,Accommodation,
29 Apr 2014,USD,3,GBP,1.79,Food,
30 Apr 2014,USD,9,GBP,5.38,Entertainment,
30 Apr 2014,USD,7,GBP,4.18,Food,
30 Apr 2014,USD,13.5,GBP,8.07,Food,
30 Apr 2014,USD,1,GBP,0.6,Food,
30 Apr 2014,USD,4.75,GBP,2.84,Miscellaneous,Washing
30 Apr 2014,USD,25,GBP,14.94,Accommodation,
1 May 2014,USD,4,GBP,2.39,Entertainment,
1 May 2014,USD,13,GBP,7.77,Food,
1 May 2014,USD,10,GBP,5.98,Food,
1 May 2014,USD,6,GBP,3.59,Transport,
1 May 2014,USD,2.5,GBP,1.49,Food,
1 May 2014,USD,12.5,GBP,7.47,Transport,
1 May 2014,USD,1.25,GBP,0.75,Food,
2 May 2014,USD,0.5,GBP,0.3,Food,
2 May 2014,USD,8,GBP,4.78,Transport,
2 May 2014,USD,10,GBP,5.98,Food,
2 May 2014,USD,27,GBP,16.13,Accommodation,
2 May 2014,USD,5,GBP,2.99,Food,
2 May 2014,USD,20,GBP,11.95,Bribes,
2 May 2014,USD,8,GBP,4.78,Transport,
2 May 2014,USD,5,GBP,2.99,Transport,
2 May 2014,USD,2,GBP,1.2,Transport,
2 May 2014,USD,3,GBP,1.79,Food,
2 May 2014,USD,25,GBP,14.94,Accommodation,
2 May 2014,USD,18,GBP,10.76,Entertainment,Zip lining
3 May 2014,USD,28,GBP,16.73,Food,
3 May 2014,USD,10,GBP,5.98,Entertainment,Frog concert
3 May 2014,USD,12,GBP,7.17,Entertainment,
3 May 2014,USD,3,GBP,1.79,Transport,
3 May 2014,USD,0.7,GBP,0.42,Food,
3 May 2014,USD,0.35,GBP,0.21,Food,
3 May 2014,USD,4,GBP,2.39,Transport,
3 May 2014,USD,0.35,GBP,0.21,Food,
3 May 2014,USD,4.4,GBP,2.63,Transport,
3 May 2014,USD,0.25,GBP,0.15,Miscellaneous,Toilet
3 May 2014,USD,1.7,GBP,1.02,Food,
3 May 2014,USD,0.5,GBP,0.3,Food,
4 May 2014,USD,15,GBP,8.96,Miscellaneous,Hammock
4 May 2014,USD,24,GBP,14.34,Accommodation,
4 May 2014,USD,4,GBP,2.39,Food,
4 May 2014,USD,3.9,GBP,2.33,Food,
4 May 2014,USD,6,GBP,3.59,Transport,
4 May 2014,USD,3.5,GBP,2.09,Transport,
4 May 2014,COP,60000,GBP,18.24,Transport,
4 May 2014,COP,9000,GBP,2.74,Food,
4 May 2014,COP,4400,GBP,1.34,Food,
4 May 2014,COP,800,GBP,0.24,Miscellaneous,Toilet
4 May 2014,COP,2000,GBP,0.61,Food,
5 May 2014,COP,44000,GBP,13.38,Accommodation,
5 May 2014,COP,10000,GBP,3.04,Food,
5 May 2014,COP,48000,GBP,14.59,Accommodation,
5 May 2014,COP,4000,GBP,1.22,Food,
5 May 2014,COP,1000,GBP,0.3,Food,
5 May 2014,COP,1300,GBP,0.4,Food,
5 May 2014,COP,15000,GBP,4.56,Miscellaneous,Pulsa
5 May 2014,COP,2000,GBP,0.61,Food,
5 May 2014,COP,10000,GBP,3.04,Miscellaneous,Hair cut
5 May 2014,COP,6000,GBP,1.82,Food,
6 May 2014,COP,25400,GBP,7.72,Food,
6 May 2014,COP,7500,GBP,2.28,Food,
6 May 2014,COP,8800,GBP,2.68,Miscellaneous,Stamps 
6 May 2014,COP,8500,GBP,2.58,Food,
6 May 2014,COP,3000,GBP,0.91,Food,
6 May 2014,COP,2500,GBP,0.76,Miscellaneous,Toothpaste
6 May 2014,COP,48000,GBP,14.59,Accommodation,
7 May 2014,COP,2500,GBP,0.76,Food,
7 May 2014,COP,10000,GBP,3.04,Miscellaneous,Laundry
7 May 2014,COP,7000,GBP,2.13,Entertainment,
7 May 2014,COP,42000,GBP,12.77,Food,
7 May 2014,COP,9000,GBP,2.74,Food,
7 May 2014,COP,4000,GBP,1.22,Transport,
7 May 2014,COP,30000,GBP,9.12,Transport,
7 May 2014,COP,2000,GBP,0.61,Food,
7 May 2014,COP,7700,GBP,2.34,Food,
7 May 2014,COP,45000,GBP,13.68,Accommodation,
7 May 2014,COP,8000,GBP,2.43,Transport,
8 May 2014,COP,3750,GBP,1.14,Food,
8 May 2014,COP,18500,GBP,5.62,Entertainment,
8 May 2014,COP,31900,GBP,9.7,Food,
8 May 2014,COP,16000,GBP,4.86,Food,
8 May 2014,COP,75000,GBP,22.8,Accommodation,
8 May 2014,COP,5000,GBP,1.52,Food,
8 May 2014,COP,6000,GBP,1.82,Food,
8 May 2014,COP,4200,GBP,1.28,Transport,
9 May 2014,COP,28600,GBP,8.69,Food,
9 May 2014,COP,17600,GBP,5.35,Entertainment,
9 May 2014,COP,5400,GBP,1.64,Transport,
9 May 2014,COP,1500,GBP,0.46,Miscellaneous,Artesan braclet
9 May 2014,COP,5300,GBP,1.61,Transport,
9 May 2014,COP,34000,GBP,10.34,Entertainment,
9 May 2014,COP,6400,GBP,1.95,Transport,
9 May 2014,COP,2000,GBP,0.61,Food,
9 May 2014,COP,6200,GBP,1.88,Transport,
9 May 2014,COP,1000,GBP,0.3,Miscellaneous,Wee
9 May 2014,COP,20000,GBP,6.08,Transport,
9 May 2014,COP,10000,GBP,3.04,Food,
9 May 2014,COP,900,GBP,0.27,Miscellaneous,Wee
9 May 2014,COP,2000,GBP,0.61,Miscellaneous,Wee
9 May 2014,COP,7600,GBP,2.31,Transport,
10 May 2014,COP,1900,GBP,0.58,Food,
10 May 2014,COP,1500,GBP,0.46,Food,
10 May 2014,COP,2600,GBP,0.79,Food,
10 May 2014,COP,20000,GBP,6.08,Food,
10 May 2014,COP,50000,GBP,15.2,Accommodation,
10 May 2014,COP,1950,GBP,0.59,Food,
10 May 2014,COP,1200,GBP,0.36,Food,
10 May 2014,COP,6500,GBP,1.98,Food,
10 May 2014,COP,7600,GBP,2.31,Food,
10 May 2014,COP,50000,GBP,15.2,Accommodation,
10 May 2014,COP,10000,GBP,3.04,Entertainment,
10 May 2014,COP,11000,GBP,3.34,Bribes,
10 May 2014,COP,400,GBP,0.12,Food,
11 May 2014,COP,35000,GBP,10.64,Food,
11 May 2014,COP,5450,GBP,1.66,Food,
11 May 2014,COP,10000,GBP,3.04,Entertainment,
11 May 2014,COP,6800,GBP,2.07,Transport,
11 May 2014,COP,6000,GBP,1.82,Entertainment,Boots
11 May 2014,COP,10000,GBP,3.04,Entertainment,
11 May 2014,COP,500,GBP,0.15,Miscellaneous,Wee
11 May 2014,COP,6800,GBP,2.07,Transport,Willy
11 May 2014,COP,2500,GBP,0.76,Food,Cookie
11 May 2014,COP,1700,GBP,0.52,Miscellaneous,Newspaper
11 May 2014,COP,50000,GBP,15.2,Accommodation,
12 May 2014,COP,19000,GBP,5.78,Food,
12 May 2014,COP,5145,GBP,1.56,Food,
12 May 2014,COP,7600,GBP,2.31,Transport,
12 May 2014,COP,56000,GBP,17.02,Transport,
12 May 2014,COP,2000,GBP,0.61,Miscellaneous,Wee
12 May 2014,COP,2800,GBP,0.85,Food,
12 May 2014,COP,16500,GBP,5.02,Food,
13 May 2014,COP,16000,GBP,4.86,Transport,
13 May 2014,COP,70000,GBP,21.28,Accommodation,
13 May 2014,COP,80000,GBP,24.32,Food,
13 May 2014,COP,12000,GBP,3.65,Transport,
13 May 2014,COP,8500,GBP,2.58,Food,
13 May 2014,COP,40000,GBP,12.16,Bribes,Arrival tax
13 May 2014,COP,800,GBP,0.24,Miscellaneous,Calls
13 May 2014,COP,7000,GBP,2.13,Food,
13 May 2014,COP,4800,GBP,1.46,Transport,
13 May 2014,COP,60000,GBP,18.24,Accommodation,
13 May 2014,COP,4600,GBP,1.4,Transport,
14 May 2014,COP,10000,GBP,3.04,Food,
14 May 2014,COP,4000,GBP,1.22,Food,
14 May 2014,COP,10000,GBP,3.04,Miscellaneous,Washing
14 May 2014,COP,8000,GBP,2.43,Food,
14 May 2014,COP,4800,GBP,1.46,Transport,
14 May 2014,COP,58000,GBP,17.63,Transport,
14 May 2014,COP,9000,GBP,2.74,clothes ,Pants
14 May 2014,COP,6000,GBP,1.82,Food,
14 May 2014,COP,2000,GBP,0.61,Food,
14 May 2014,COP,500,GBP,0.15,Miscellaneous,Wee
14 May 2014,COP,30000,GBP,9.12,Food,
14 May 2014,COP,2300,GBP,0.7,Food,
14 May 2014,COP,3000,GBP,0.91,Food,
14 May 2014,COP,40000,GBP,12.16,Accommodation,
15 May 2014,COP,50000,GBP,15.2,Entertainment,
15 May 2014,COP,58000,GBP,17.63,Transport,
15 May 2014,COP,27000,GBP,8.21,Miscellaneous,Washing
15 May 2014,COP,12000,GBP,3.65,Food,
15 May 2014,COP,7000,GBP,2.13,Food,
15 May 2014,COP,8500,GBP,2.58,Transport,
15 May 2014,COP,53300,GBP,16.2,Accommodation,
16 May 2014,COP,10000,GBP,3.04,Transport,
16 May 2014,COP,4600,GBP,1.4,Transport,
16 May 2014,COP,40000,GBP,12.16,Accommodation,
16 May 2014,COP,12000,GBP,3.65,Food,
17 May 2014,COP,1750,GBP,0.53,Miscellaneous,Elastic
17 May 2014,COP,800,GBP,0.24,Miscellaneous,Nail varnish
17 May 2014,COP,2000,GBP,0.61,Food,
17 May 2014,COP,7000,GBP,2.13,Food,
17 May 2014,BRL,200,GBP,54,Transport,
17 May 2014,BRL,100,GBP,27,Accommodation,
17 May 2014,BRL,100,GBP,27,Food,
17 May 2014,BRL,10,GBP,2.7,Food,
19 May 2014,BRL,6,GBP,1.62,Entertainment,
19 May 2014,BRL,2,GBP,0.54,Food,Icecream
20 May 2014,BRL,108,GBP,29.16,Accommodation,
20 May 2014,BRL,27.21,GBP,7.35,Food,
20 May 2014,BRL,2,GBP,0.54,Miscellaneous,Newspaper 
20 May 2014,BRL,20,GBP,5.4,Entertainment,Opera tour
20 May 2014,BRL,3,GBP,0.81,Food,
20 May 2014,BRL,14.66,GBP,3.96,Food,
21 May 2014,BRL,57.33,GBP,15.48,Food,
21 May 2014,BRL,3.17,GBP,0.86,Food,
21 May 2014,BRL,108,GBP,29.16,Accommodation,
22 May 2014,BRL,11,GBP,2.97,Transport,
22 May 2014,BRL,27.25,GBP,7.36,Food,
22 May 2014,BRL,60,GBP,16.2,Transport,
22 May 2014,BRL,4.8,GBP,1.3,Transport,
22 May 2014,BRL,85,GBP,22.95,Accommodation,
22 May 2014,BRL,3,GBP,0.81,Food,
22 May 2014,BRL,30.97,GBP,8.36,Food,
23 May 2014,BRL,85,GBP,22.95,Accommodation,
23 May 2014,BRL,10,GBP,2.7,Food,
23 May 2014,BRL,47,GBP,12.69,Food,
24 May 2014,BRL,65,GBP,17.55,Accommodation,
24 May 2014,BRL,7,GBP,1.89,Food,
24 May 2014,BRL,4.5,GBP,1.22,Entertainment,Caiparina ingredients
24 May 2014,BRL,16.5,GBP,4.46,Food,Market veg
24 May 2014,BRL,4.5,GBP,1.22,Food,
24 May 2014,BRL,5,GBP,1.35,Food,
24 May 2014,BRL,5,GBP,1.35,Miscellaneous,Sim
24 May 2014,BRL,3.84,GBP,1.04,Food,
25 May 2014,BRL,65,GBP,17.55,Accommodation,
26 May 2014,BRL,17,GBP,4.59,Food,
26 May 2014,BRL,24.9,GBP,6.72,Food,
26 May 2014,BRL,15.4,GBP,4.16,Entertainment,
26 May 2014,BRL,65,GBP,17.55,Accommodation,
26 May 2014,BRL,18.5,GBP,5,Food,
26 May 2014,BRL,4,GBP,1.08,Food,
26 May 2014,BRL,7.15,GBP,1.93,Food,
26 May 2014,BRL,5,GBP,1.35,Transport,
27 May 2014,BRL,65,GBP,17.55,Accommodation,
27 May 2014,BRL,17,GBP,4.59,Food,
27 May 2014,BRL,10.5,GBP,2.84,Food,
27 May 2014,BRL,35,GBP,9.45,Food,
28 May 2014,BRL,19.5,GBP,5.26,,
28 May 2014,BRL,4.8,GBP,1.3,Transport,
28 May 2014,BRL,4.8,GBP,1.3,Transport,
28 May 2014,BRL,8.5,GBP,2.3,Transport,
28 May 2014,BRL,65,GBP,17.55,Accommodation,
28 May 2014,BRL,14.55,GBP,3.93,Food,
29 May 2014,BRL,60,GBP,16.2,Accommodation,
29 May 2014,BRL,18.5,GBP,5,Food,
29 May 2014,BRL,14.85,GBP,4.01,Food,
30 May 2014,BRL,90,GBP,24.3,Food,
30 May 2014,BRL,60,GBP,16.2,Accommodation,
31 May 2014,BRL,60,GBP,16.2,Accommodation,
31 May 2014,BRL,8,GBP,2.16,Food,
31 May 2014,BRL,12.5,GBP,3.38,Food,
1 Jun 2014,BRL,10,GBP,2.7,Transport,
1 Jun 2014,BRL,91,GBP,24.57,Food,
1 Jun 2014,BRL,10,GBP,2.7,Transport,
2 Jun 2014,BRL,60,GBP,16.2,Accommodation,
2 Jun 2014,BRL,69.5,GBP,18.76,Food,
2 Jun 2014,BRL,10,GBP,2.7,Transport,
2 Jun 2014,BRL,60,GBP,16.2,Accommodation,
2 Jun 2014,BRL,7.49,GBP,2.02,Miscellaneous,
3 Jun 2014,BRL,60,GBP,16.2,Accommodation,
4 Jun 2014,BRL,60,GBP,16.2,Accommodation,
4 Jun 2014,BRL,106.63,GBP,28.79,Food,
4 Jun 2014,BRL,57.97,GBP,15.65,Miscellaneous,Pharmacy
5 Jun 2014,BRL,2.5,GBP,0.68,Food,
6 Jun 2014,BRL,16,GBP,4.32,Food,
6 Jun 2014,BRL,60,GBP,16.2,Accommodation,
6 Jun 2014,BRL,60,GBP,16.2,Accommodation,
6 Jun 2014,BRL,2.5,GBP,0.68,Food,
7 Jun 2014,BRL,60,GBP,16.2,Accommodation,
7 Jun 2014,BRL,7,GBP,1.89,Transport,
7 Jun 2014,BRL,9,GBP,2.43,Transport,
7 Jun 2014,BRL,10,GBP,2.7,Food,
7 Jun 2014,BRL,5,GBP,1.35,Food,
7 Jun 2014,BRL,7,GBP,1.89,Food,
7 Jun 2014,BRL,2.5,GBP,0.68,Food,
8 Jun 2014,BRL,83.4,GBP,22.52,Food,
8 Jun 2014,BRL,2.5,GBP,0.68,Food,
8 Jun 2014,BRL,60,GBP,16.2,Accommodation,
9 Jun 2014,BRL,20.16,GBP,5.44,Food,
9 Jun 2014,BRL,60,GBP,16.2,Accommodation,
10 Jun 2014,BRL,20,GBP,5.4,Miscellaneous,Washing
10 Jun 2014,BRL,9,GBP,2.43,Transport,
10 Jun 2014,BRL,40,GBP,10.8,Transport,
10 Jun 2014,BRL,10,GBP,2.7,Food,
11 Jun 2014,BRL,24,GBP,6.48,Transport,
11 Jun 2014,BRL,107,GBP,28.89,Accommodation,
11 Jun 2014,BRL,60,GBP,16.2,Food,How much was desert?
11 Jun 2014,BRL,61,GBP,16.47,Food,
11 Jun 2014,BRL,40.5,GBP,10.94,Food,
11 Jun 2014,BRL,20,GBP,5.4,Miscellaneous,World Cup paraphernalia 
11 Jun 2014,BRL,107,GBP,28.89,Accommodation,
12 Jun 2014,BRL,107,GBP,28.89,Accommodation,
12 Jun 2014,BRL,72,GBP,19.44,Food,
12 Jun 2014,BRL,40,GBP,10.8,Transport,
13 Jun 2014,BRL,10,GBP,2.7,Transport,
13 Jun 2014,BRL,10,GBP,2.7,Entertainment,
13 Jun 2014,BRL,7.5,GBP,2.02,Entertainment,
13 Jun 2014,BRL,46,GBP,12.42,Food,
13 Jun 2014,BRL,4,GBP,1.08,Food,
13 Jun 2014,BRL,24,GBP,6.48,Transport,
13 Jun 2014,BRL,70,GBP,18.9,Transport,
13 Jun 2014,BRL,18.2,GBP,4.91,Food,
13 Jun 2014,BRL,13,GBP,3.51,Transport,
13 Jun 2014,BRL,150,GBP,40.5,Food,
13 Jun 2014,BRL,8,GBP,2.16,Entertainment,
13 Jun 2014,BRL,10,GBP,2.7,Transport,
13 Jun 2014,BRL,70,GBP,18.9,Accommodation,
14 Jun 2014,BRL,10,GBP,2.7,Miscellaneous,Washing
14 Jun 2014,BRL,70,GBP,18.9,Accommodation,
14 Jun 2014,BRL,6.56,GBP,1.77,Food,
14 Jun 2014,BRL,4.8,GBP,1.3,Transport,
14 Jun 2014,BRL,260,GBP,70.2,Transport,
14 Jun 2014,BRL,16,GBP,4.32,Food,
14 Jun 2014,BRL,4.8,GBP,1.3,Food,
15 Jun 2014,BRL,5,GBP,1.35,Transport,
15 Jun 2014,BRL,44,GBP,11.88,Entertainment,
15 Jun 2014,BRL,35,GBP,9.45,Food,
15 Jun 2014,BRL,7,GBP,1.89,Transport,
15 Jun 2014,BRL,20,GBP,5.4,Transport,
15 Jun 2014,BRL,26,GBP,7.02,Food,
15 Jun 2014,BRL,15.9,GBP,4.29,Food,
16 Jun 2014,BRL,80,GBP,21.6,Accommodation,
16 Jun 2014,BRL,70,GBP,18.9,Transport,
16 Jun 2014,BRL,15,GBP,4.05,Transport,
16 Jun 2014,BRL,6.75,GBP,1.82,Food,
16 Jun 2014,BRL,4,GBP,1.08,Miscellaneous,Internet
17 Jun 2014,BRL,2.25,GBP,0.61,Food,
17 Jun 2014,BRL,90,GBP,24.3,Accommodation,
17 Jun 2014,BRL,2.5,GBP,0.68,Food,
17 Jun 2014,BRL,100,GBP,27,Entertainment,
17 Jun 2014,BRL,2.5,GBP,0.68,Food,
17 Jun 2014,BRL,16,GBP,4.32,Entertainment,
17 Jun 2014,BRL,80.85,GBP,21.83,Food,
17 Jun 2014,BRL,7,GBP,1.89,Entertainment,
17 Jun 2014,BRL,10,GBP,2.7,Entertainment,
17 Jun 2014,BRL,5,GBP,1.35,Food,
18 Jun 2014,BRL,110,GBP,29.7,Accommodation,
18 Jun 2014,BRL,70,GBP,18.9,Accommodation,
18 Jun 2014,BRL,70,GBP,18.9,Entertainment,Dune guide
18 Jun 2014,BRL,11,GBP,2.97,Entertainment,
18 Jun 2014,BRL,16,GBP,4.32,Entertainment,
18 Jun 2014,BRL,4.5,GBP,1.22,Entertainment,
18 Jun 2014,BRL,20,GBP,5.4,Food,
18 Jun 2014,BRL,70,GBP,18.9,Food,
19 Jun 2014,BRL,70,GBP,18.9,Accommodation,
19 Jun 2014,BRL,26,GBP,7.02,Food,
20 Jun 2014,BRL,40,GBP,10.8,Transport,
20 Jun 2014,BRL,2.5,GBP,0.68,Transport,
20 Jun 2014,BRL,3,GBP,0.81,Food,
20 Jun 2014,BRL,540,GBP,145.8,Transport,
21 Jun 2014,BRL,67.1,GBP,18.12,Food,
21 Jun 2014,BRL,5.8,GBP,1.57,Food,
21 Jun 2014,BRL,2.5,GBP,0.68,Bribes,
21 Jun 2014,BRL,100,GBP,27,Accommodation,
21 Jun 2014,BRL,100,GBP,27,Accommodation,
21 Jun 2014,BRL,26.4,GBP,7.13,Food,
21 Jun 2014,BRL,22.55,GBP,6.09,Food,
21 Jun 2014,BRL,14,GBP,3.78,Miscellaneous,Medicine
21 Jun 2014,BRL,6.08,GBP,1.64,Food,
22 Jun 2014,BRL,20,GBP,5.4,Food,
22 Jun 2014,BRL,43,GBP,11.61,Food,
22 Jun 2014,BRL,100,GBP,27,Accommodation,
22 Jun 2014,BRL,26.38,GBP,7.12,Miscellaneous,Medicines
23 Jun 2014,BRL,50.6,GBP,13.66,Food,
23 Jun 2014,BRL,3.2,GBP,0.86,Food,
23 Jun 2014,BRL,100,GBP,27,Accommodation,
24 Jun 2014,BRL,5.8,GBP,1.57,Food,
24 Jun 2014,BRL,30,GBP,8.1,Miscellaneous,Washing
24 Jun 2014,BRL,19,GBP,5.13,Miscellaneous,Medicine
24 Jun 2014,BRL,35.2,GBP,9.5,Food,
24 Jun 2014,BRL,45,GBP,12.15,Food,
24 Jun 2014,BRL,100,GBP,27,Accommodation,
24 Jun 2014,BRL,51.7,GBP,13.96,Food,
24 Jun 2014,BRL,12,GBP,3.24,Food,
25 Jun 2014,BRL,20,GBP,5.4,Transport,
25 Jun 2014,BRL,30,GBP,8.1,Transport,
25 Jun 2014,BRL,5,GBP,1.35,Food,
25 Jun 2014,BRL,50,GBP,13.5,Food,
25 Jun 2014,BRL,4,GBP,1.08,Food,
25 Jun 2014,BRL,2,GBP,0.54,Food,
26 Jun 2014,BRL,6,GBP,1.62,Transport,
26 Jun 2014,BRL,75,GBP,20.25,Accommodation,
26 Jun 2014,BRL,24,GBP,6.48,Food,
26 Jun 2014,BRL,6,GBP,1.62,Transport,
26 Jun 2014,BRL,6,GBP,1.62,Food,
26 Jun 2014,BRL,2.5,GBP,0.68,Food,
26 Jun 2014,BRL,12,GBP,3.24,Transport,
26 Jun 2014,BRL,29.15,GBP,7.87,Food,
26 Jun 2014,BRL,200,GBP,54,Accommodation,
26 Jun 2014,BRL,33,GBP,8.91,Food,
27 Jun 2014,BRL,42.4,GBP,11.45,Transport,
27 Jun 2014,BRL,3.3,GBP,0.89,Food,
27 Jun 2014,BRL,38.7,GBP,10.45,Transport,
27 Jun 2014,BRL,10,GBP,2.7,Food,
27 Jun 2014,BRL,3.5,GBP,0.94,Food,
27 Jun 2014,BRL,13,GBP,3.51,Food,
27 Jun 2014,BRL,150,GBP,40.5,Accommodation,
27 Jun 2014,BRL,84.8,GBP,22.9,Food,
28 Jun 2014,BRL,86.9,GBP,23.46,Food,
28 Jun 2014,BRL,16.5,GBP,4.46,Entertainment,
28 Jun 2014,BRL,150,GBP,40.5,Accommodation,
28 Jun 2014,BRL,10.05,GBP,2.71,Food,
28 Jun 2014,BRL,2,GBP,0.54,Food,
29 Jun 2014,BRL,307.52,GBP,83.03,Transport,
29 Jun 2014,BRL,16,GBP,4.32,Food,
29 Jun 2014,BRL,4.5,GBP,1.22,Food,
30 Jun 2014,BRL,46.2,GBP,12.47,Food,
30 Jun 2014,BRL,40,GBP,10.8,Transport,
30 Jun 2014,BRL,2.6,GBP,0.7,Transport,
30 Jun 2014,BRL,6.7,GBP,1.81,Transport,
30 Jun 2014,BRL,120,GBP,32.4,Accommodation,
30 Jun 2014,BRL,15.5,GBP,4.18,Food,
30 Jun 2014,BRL,6.1,GBP,1.65,Bribes,
30 Jun 2014,BRL,14,GBP,3.78,Food,
30 Jun 2014,BRL,2.75,GBP,0.74,Food,
30 Jun 2014,BRL,6.7,GBP,1.81,Transport,
1 Jul 2014,BRL,34,GBP,9.18,Food,
1 Jul 2014,BRL,43,GBP,11.61,Food,
1 Jul 2014,BRL,36.75,GBP,9.92,Food,
1 Jul 2014,BRL,18,GBP,4.86,Food,
1 Jul 2014,BRL,3.1,GBP,0.84,Transport,
1 Jul 2014,BRL,5.5,GBP,1.48,Transport,
1 Jul 2014,BRL,420.94,GBP,113.65,Transport,Flight > So Paulo 
2 Jul 2014,BRL,3,GBP,0.81,Food,
2 Jul 2014,BRL,6,GBP,1.62,Transport,
2 Jul 2014,BRL,8.5,GBP,2.3,Food,
2 Jul 2014,BRL,17.5,GBP,4.72,Food,
2 Jul 2014,BRL,6,GBP,1.62,Transport,
2 Jul 2014,BRL,9.95,GBP,2.69,Food,
4 Jul 2014,BRL,91,GBP,24.57,Food,
4 Jul 2014,BRL,15.2,GBP,4.1,Miscellaneous,Ear meds
4 Jul 2014,BRL,49.25,GBP,13.3,Entertainment,Cachasa
4 Jul 2014,BRL,6.25,GBP,1.69,Food,
